SIMPLE                                 ,                 CamilaS-coder,                       Glaubel,                     KauaDev20,                   Lazzure-ufc,                    Lucas-Olii,                   Luismbelo79,                      Luiszszz,              Matheus-Mendes72,                        Nayyra,                   Nycolas6002,            PedroHenriqueVidal,                    SuRaquel05,                VicenteSilva05,                ViniDuarte1111,                       ceci097,                   devjoaoluis,                 felipeufc2025,                  joseluis1100,                    pepe123uyt,                       ryanlbb,                ryanlbpimentel,                  spacercoding,                     tiago-ufc,                       v1n1-03,                    wenfurnas1,                       yuri865,                         zBcxz
*:3:tv                                 ,000% 00how 078m 026/013ex 000%,                           ---,                           ---,100% 65how 014m 010/005ex 100%,                           ---,                           ---,100% 65how 009m 016/007ex 100%,000% 00how 033m 010/005ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 004m 000/000ex 000%,                           ---,                           ---,100% 30how 162m 035/017ex 000%,100% 55how 009m 004/002ex 096%,100% 55how 023m 004/002ex 096%,                           ---,100% 65how 034m 010/005ex 100%,100% 65how 041m 026/013ex 100%,100% 65how 016m 006/003ex 100%,                           ---,100% 65how 032m 020/010ex 100%,                           ---,                           ---
=:1:problemas-seleção==================,                           027,                           000,                           000,                           005,                           001,                           000,                           110,                           087,                           000,                           000,                           000,                           000,                           000,                           038,                           000,                           000,                           000,                           114,                           059,                           000,                           117,                           102,                           000,                           000,                           110,                           000,                           000
+:2:impedido                           ,100% 55how 006m 004/002ex 096%,                           ---,                           ---,100% 65how 005m 002/001ex 100%,                           ---,                           ---,100% 65how 005m 003/001ex 100%,100% 65how 010m 002/002ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 009m 004/002ex 100%,                           ---,                           ---,100% 30how 042m 012/006ex 000%,100% 55how 003m 002/001ex 096%,100% 65how 006m 004/002ex 100%,                           ---,100% 65how 093m 010/005ex 100%,100% 65how 018m 012/006ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 141m 076/038ex 100%,                           ---,                           ---
+:1:maximo                             ,100% 65how 002m 002/001ex 100%,                           ---,                           ---,100% 65how 004m 002/001ex 100%,                           ---,                           ---,100% 65how 004m 010/005ex 100%,100% 65how 003m 002/002ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 001m 002/001ex 100%,                           ---,                           ---,100% 40how 014m 006/003ex 000%,100% 55how 002m 004/002ex 096%,100% 65how 003m 002/001ex 100%,                           ---,100% 65how 003m 006/003ex 100%,100% 65how 003m 002/001ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 012m 018/009ex 100%,                           ---,000% 00how 000m 000/000ex 000%
+:2:chaves                             ,100% 65how 005m 002/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 002m 003/001ex 100%,100% 65how 003m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 002m 002/001ex 100%,                           ---,                           ---,100% 41how 014m 006/003ex 002%,100% 55how 002m 002/001ex 096%,100% 65how 003m 002/001ex 100%,                           ---,100% 65how 004m 005/001ex 100%,100% 65how 003m 004/002ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 000m 002/001ex 100%,                           ---,                           ---
+:3:chute                              ,100% 55how 016m 008/004ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 016m 013/006ex 100%,100% 65how 010m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 008m 008/004ex 100%,                           ---,                           ---,100% 30how 102m 016/008ex 000%,100% 55how 019m 006/003ex 096%,100% 55how 034m 018/009ex 096%,                           ---,100% 65how 006m 010/005ex 100%,100% 65how 006m 004/002ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 006m 006/003ex 100%,                           ---,                           ---
+:3:maior                              ,000% 00how 048m 018/009ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 006m 006/003ex 100%,100% 65how 010m 002/002ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 097m 072/034ex 000%,                           ---,                           ---,000% 00how 038m 016/008ex 000%,100% 55how 008m 004/002ex 096%,100% 55how 029m 016/008ex 096%,                           ---,100% 65how 012m 008/004ex 100%,100% 65how 007m 004/002ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 021m 010/005ex 100%,                           ---,                           ---
+:2:morangos                           ,100% 54how 008m 006/003ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 003m 002/001ex 100%,100% 65how 011m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 012m 004/002ex 100%,                           ---,                           ---,                           ---,100% 55how 000m 002/001ex 096%,100% 65how 005m 002/001ex 100%,                           ---,100% 65how 003m 004/002ex 100%,100% 65how 004m 002/001ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 008m 006/003ex 100%,                           ---,                           ---
+:2:taxi                               ,100% 55how 012m 012/006ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 012m 009/004ex 100%,100% 65how 008m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 008m 004/002ex 100%,                           ---,                           ---,                           ---,100% 55how 007m 004/002ex 096%,000% 00how 022m 016/008ex 000%,                           ---,100% 65how 022m 020/010ex 100%,100% 65how 017m 012/006ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 003m 002/001ex 100%,                           ---,                           ---
+:3:zerinho                            ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 004m 003/001ex 100%,100% 65how 008m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 004m 002/001ex 100%,                           ---,                           ---,                           ---,100% 55how 006m 002/001ex 096%,100% 65how 006m 001/001ex 100%,                           ---,100% 65how 006m 006/003ex 100%,100% 65how 005m 002/001ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 026m 020/010ex 100%,                           ---,                           ---
+:1:par                                ,100% 65how 002m 002/001ex 100%,                           ---,                           ---,                           ---,100% 44how 008m 021/008ex 082%,                           ---,100% 65how 001m 002/001ex 100%,100% 65how 002m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 002m 002/001ex 100%,                           ---,                           ---,                           ---,100% 55how 001m 002/001ex 096%,100% 65how 002m 002/001ex 100%,                           ---,100% 65how 010m 002/001ex 100%,100% 65how 002m 002/001ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 001m 002/001ex 100%,                           ---,                           ---
+:2:divisiveis                         ,100% 55how 009m 006/003ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 004m 004/002ex 100%,100% 65how 006m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 010m 012/006ex 100%,                           ---,                           ---,                           ---,100% 55how 010m 010/005ex 096%,100% 65how 004m 002/002ex 100%,                           ---,100% 65how 008m 002/001ex 100%,100% 65how 005m 002/001ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 025m 034/017ex 100%,                           ---,                           ---
+:3:xadrez                             ,060% 32how 358m 227/112ex 003%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 004m 004/002ex 100%,100% 65how 008m 003/003ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 029m 024/012ex 100%,                           ---,                           ---,                           ---,100% 55how 003m 002/001ex 096%,                           ---,                           ---,100% 65how 025m 014/007ex 100%,100% 65how 007m 002/001ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 004m 008/004ex 100%,                           ---,                           ---
+:4:americano                          ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 052m 029/010ex 100%,100% 65how 012m 004/004ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 033m 058/029ex 000%,                           ---,                           ---,                           ---,100% 55how 005m 004/002ex 096%,100% 65how 007m 001/001ex 100%,                           ---,100% 65how 060m 046/023ex 100%,100% 64how 055m 052/026ex 096%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 006m 002/001ex 100%,                           ---,                           ---
+:4:jokenpo15                          ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 015m 015/007ex 100%,100% 65how 021m 007/007ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 042m 026/013ex 096%,000% 00how 000m 000/000ex 000%,                           ---,100% 55how 074m 018/009ex 096%,100% 34how 097m 028/014ex 082%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 022m 020/010ex 100%,                           ---,                           ---
+:3:loops                              ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 092m 078/039ex 100%,000% 00how 006m 001/001ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 047m 038/019ex 000%,                           ---,                           ---,                           ---,100% 55how 003m 002/001ex 096%,                           ---,                           ---,100% 65how 022m 026/013ex 100%,100% 65how 015m 020/010ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 026m 034/017ex 100%,                           ---,                           ---
+:3:domino                             ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 000m 005/002ex 100%,100% 65how 005m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 003m 002/001ex 096%,                           ---,                           ---,100% 65how 052m 004/002ex 100%,100% 65how 004m 002/001ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 001m 002/001ex 100%,                           ---,                           ---
+:4:bundona                            ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,028% 63how 082m 094/046ex 003%,000% 00how 001m 002/002ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 071m 032/016ex 096%,000% 00how 070m 038/038ex 000%,                           ---,100% 55how 171m 144/072ex 096%,000% 00how 024m 010/005ex 000%,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 091m 084/040ex 000%,                           ---,                           ---
+:3:omeletao                           ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 011m 006/003ex 100%,100% 65how 018m 008/008ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 006m 002/001ex 096%,100% 55how 009m 010/005ex 096%,                           ---,100% 65how 002m 000/000ex 100%,100% 65how 012m 002/001ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 000m 002/001ex 100%,                           ---,                           ---
+:3:quiz                               ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 010m 009/004ex 100%,100% 65how 015m 002/002ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 018m 008/004ex 096%,100% 65how 011m 002/001ex 100%,                           ---,100% 65how 015m 002/001ex 100%,100% 65how 055m 004/002ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 039m 042/021ex 100%,                           ---,                           ---
+:4:bonzinho                           ,                           ---,                           ---,                           ---,000% 00how 001m 002/001ex 000%,                           ---,                           ---,100% 65how 015m 010/005ex 100%,100% 65how 153m 137/033ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 012m 010/005ex 096%,000% 00how 013m 002/001ex 000%,                           ---,100% 65how 042m 012/006ex 100%,100% 65how 013m 008/004ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 029m 020/010ex 100%,                           ---,                           ---
+:3:bolada                             ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 001m 006/003ex 100%,100% 65how 009m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 006m 002/001ex 096%,                           ---,                           ---,100% 65how 007m 004/002ex 100%,100% 65how 007m 002/001ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 55how 010m 012/006ex 096%,                           ---,                           ---
*:3:segundo                            ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 040m 029/013ex 100%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 023m 012/006ex 096%,                           ---,                           ---,100% 65how 023m 028/014ex 100%,100% 65how 009m 008/004ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 002m 004/002ex 100%,                           ---,                           ---
*:3:adedonha                           ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 011m 016/008ex 100%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 040m 034/017ex 096%,                           ---,                           ---,100% 55how 020m 024/012ex 096%,100% 65how 016m 020/010ex 100%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 030m 030/015ex 100%,                           ---,                           ---
*:4:sono                               ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,090% 64how 056m 044/022ex 092%,000% 00how 003m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 047m 024/012ex 096%,088% 54how 020m 013/006ex 090%,                           ---,100% 65how 032m 030/015ex 100%,000% 00how 000m 000/000ex 000%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 059m 020/010ex 100%,                           ---,                           ---
=:1:problemas-repetição================,                           010,                           000,                           000,                           000,                           000,                           000,                           044,                           050,                           000,                           012,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           112,                           023,                           000,                           053,                           012,                           054,                           012,                           013,                           010,                           000
+:4:poco                               ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 056m 104/051ex 100%,000% 00how 052m 009/007ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 015m 008/007ex 000%,                           ---,                           ---,                           ---,100% 55how 028m 016/008ex 096%,                           ---,                           ---,100% 65how 059m 038/019ex 100%,000% 00how 000m 000/000ex 000%,100% 65how 083m 050/025ex 100%,                           ---,100% 45how 103m 084/042ex 082%,                           ---,                           ---
+:4:afogado                            ,                           ---,                           ---,                           ---,000% 00how 006m 002/001ex 000%,                           ---,                           ---,100% 65how 116m 128/063ex 100%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 143m 058/029ex 096%,                           ---,                           ---,000% 00how 036m 002/001ex 000%,000% 00how 000m 000/000ex 000%,100% 65how 177m 038/019ex 100%,                           ---,000% 00how 009m 004/002ex 000%,                           ---,                           ---
+:3:castelos                           ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 008m 011/005ex 100%,100% 65how 025m 013/013ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 047m 044/022ex 096%,100% 54how 007m 003/003ex 096%,                           ---,100% 65how 059m 032/016ex 100%,100% 65how 022m 031/013ex 100%,100% 65how 131m 006/003ex 100%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---
+:4:copos                              ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 067m 026/012ex 000%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 116m 042/021ex 096%,                           ---,                           ---,100% 45how 063m 026/013ex 082%,000% 00how 000m 000/000ex 000%,000% 00how 017m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---
+:3:primo                              ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 001/001ex 000%,100% 65how 021m 005/005ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 018m 038/019ex 096%,100% 54how 024m 009/009ex 096%,                           ---,100% 65how 006m 008/004ex 100%,000% 00how 000m 000/000ex 000%,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---
+:4:sopa                               ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 053m 009/009ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 010m 002/001ex 096%,                           ---,                           ---,000% 00how 010m 006/003ex 000%,000% 00how 000m 000/000ex 000%,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---
+:3:spok                               ,100% 44how 029m 007/007ex 082%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,100% 44how 068m 005/004ex 082%,                           ---,100% 65how 052m 017/016ex 100%,                           ---,                           ---,                           ---,                           ---,000% 00how 009m 000/000ex 000%,                           ---,                           ---,100% 55how 005m 006/003ex 096%,                           ---,                           ---,000% 00how 002m 000/000ex 000%,000% 00how 000m 000/000ex 000%,100% 24how 035m 003/001ex 082%,100% 54how 079m 007/005ex 096%,000% 00how 000m 000/000ex 000%,100% 14how 039m 008/002ex 082%,                           ---
*:4:digitos                            ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 017m 018/009ex 096%,                           ---,                           ---,000% 00how 009m 000/000ex 000%,000% 00how 000m 000/000ex 000%,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---
=:1:problemas-vetores-i================,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           035,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           095,                           003,                           000,                           061,                           000,                           007,                           006,                           007,                           000,                           000
+:2:casamento                          ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 027m 002/002ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 006m 002/001ex 096%,100% 54how 011m 003/003ex 096%,                           ---,100% 65how 005m 004/002ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:intervalada                        ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 018m 005/005ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 014m 002/001ex 096%,                           ---,                           ---,100% 65how 004m 004/002ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:4:piao                               ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 032m 004/004ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 111m 016/008ex 096%,                           ---,                           ---,000% 00how 001m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:jedi                               ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 001m 002/002ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 007m 002/001ex 096%,                           ---,                           ---,100% 65how 014m 020/010ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:pmg                                ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 114m 016/015ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 021m 006/003ex 096%,                           ---,                           ---,100% 65how 009m 010/005ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:4:mercantil                          ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 009m 010/009ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 134m 044/022ex 096%,                           ---,                           ---,100% 65how 093m 052/026ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:4:blackjack                          ,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 00how 045m 066/033ex 000%,000% 00how 054m 020/010ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 068m 067/032ex 000%,                           ---,                           ---,000% 00how 014m 006/003ex 000%,100% 55how 053m 048/024ex 096%,000% 00how 003m 000/000ex 000%,000% 00how 001m 000/000ex 000%,100% 65how 037m 008/004ex 100%,                           ---,100% 65how 075m 050/025ex 100%,100% 34how 079m 050/025ex 082%,100% 65how 074m 050/025ex 100%,                           ---,000% 00how 000m 000/000ex 000%
+:4:unhas                              ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 004m 002/002ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 031m 020/010ex 096%,                           ---,                           ---,100% 65how 007m 002/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:mmc                                ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 006m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 007m 006/003ex 096%,                           ---,                           ---,100% 65how 005m 002/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:linha                              ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 020m 004/004ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 013m 014/007ex 096%,                           ---,                           ---,100% 65how 028m 018/009ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:4:vivo                               ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 018m 000/000ex 000%,                           ---,                           ---,000% 00how 002m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:decompor                           ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 041m 032/016ex 096%,                           ---,                           ---,100% 65how 027m 068/034ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:dominos                            ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 010m 004/004ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 038m 026/013ex 096%,                           ---,                           ---,100% 65how 003m 002/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:avesso                             ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 039m 004/002ex 096%,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:facil                              ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 066m 018/018ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 016m 004/002ex 096%,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:2:paredes                            ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 006m 002/001ex 096%,                           ---,000% 00how 015m 006/003ex 000%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:policial                           ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 55how 008m 006/003ex 096%,                           ---,000% 00how 007m 016/008ex 000%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
