SIMPLE                           ,                     3301naoki,                     Aaron-GMM,                     Arthur32p,                 Blackberry216,                      Brieloki,                Daniel-jacodev,                   DevJLucasTM,               DevJulioEmanuel,                 EstherAzevedo,                GerasDeveloper,                    Henriwi-MS,                   JessLim2003,                     KauaLemos,                    KpSantiago,                     Luishma34,                   Pri-Holanda,               RafaelSantosS12,                   Ricardolg11,           SabrinaDamascenoDev,                        Sinh-0,               Temporary95Name,                Vitoria-Rabelo,                Wallisonnobrex,                        alvwsk,                  atilacalisto,                      caduteix,                ceciliaabintes,                     eduspicod,                       evyhdev,                  gabreidiasvl,             jardesonmagalhaes,                     joAo-dav1,                     mateus124,               narciso-roberto,                     rgcastrof,                    ruan-raujo,                      vistomia
+:2:multiset                     ,100% 44how 047m 018/009ex 082%,100% 65how 094m 040/020ex 100%,100% 54how 118m 056/028ex 096%,100% 65how 123m 018/009ex 100%,100% 44how 044m 012/009ex 082%,060% 44how 072m 014/007ex 022%,                           ---,100% 54how 086m 028/014ex 096%,100% 45how 080m 020/010ex 082%,100% 44how 039m 036/017ex 082%,000% 00how 000m 000/000ex 000%,100% 54how 088m 015/007ex 096%,                           ---,100% 65how 095m 020/010ex 100%,100% 65how 005m 012/006ex 100%,100% 44how 121m 060/030ex 082%,                           ---,100% 23how 207m 012/009ex 045%,100% 65how 114m 082/040ex 100%,100% 32how 173m 058/029ex 012%,                           ---,100% 65how 087m 075/037ex 100%,                           ---,100% 55how 025m 026/013ex 096%,100% 54how 048m 012/009ex 096%,                           ---,100% 32how 016m 008/004ex 012%,100% 44how 096m 046/023ex 082%,100% 23how 002m 010/005ex 045%,100% 24how 135m 049/024ex 082%,000% 00how 024m 048/021ex 000%,100% 35how 015m 004/002ex 082%,100% 55how 095m 042/021ex 096%,100% 55how 116m 114/053ex 096%,100% 43how 262m 053/026ex 045%,                           ---,100% 55how 507m 134/067ex 096%
+:2:iterador                     ,100% 44how 035m 006/003ex 082%,100% 65how 173m 058/029ex 100%,100% 54how 044m 047/023ex 096%,100% 65how 094m 012/006ex 100%,                           ---,100% 44how 064m 016/008ex 082%,                           ---,                           ---,100% 45how 097m 012/006ex 082%,100% 44how 010m 008/004ex 082%,000% 00how 000m 000/000ex 000%,100% 54how 027m 006/003ex 096%,                           ---,100% 65how 018m 014/007ex 100%,100% 65how 014m 007/003ex 100%,100% 33how 061m 022/011ex 045%,                           ---,100% 43how 139m 007/005ex 045%,100% 55how 233m 108/054ex 096%,100% 32how 021m 016/008ex 012%,                           ---,100% 45how 126m 001/001ex 082%,                           ---,                           ---,100% 65how 013m 003/003ex 100%,100% 24how 014m 002/001ex 082%,100% 33how 006m 006/003ex 045%,100% 54how 055m 032/016ex 096%,100% 33how 058m 020/010ex 045%,100% 23how 087m 030/015ex 045%,100% 44how 074m 140/063ex 082%,100% 45how 021m 006/003ex 082%,100% 55how 153m 024/012ex 096%,100% 55how 057m 079/038ex 096%,100% 23how 124m 066/030ex 045%,                           ---,100% 55how 060m 036/018ex 096%
=:1:lista========================,                           076,                           088,                           090,                           066,                           015,                           080,                           000,                           078,                           058,                           115,                           000,                           118,                           000,                           082,                           095,                           054,                           030,                           061,                           093,                           039,                           000,                           081,                           000,                           057,                           000,                           087,                           006,                           073,                           000,                           041,                           077,                           111,                           087,                           066,                           064,                           000,                           034
+:3:lista_d1                     ,100% 44how 155m 004/002ex 082%,100% 65how 169m 112/056ex 100%,100% 55how 282m 166/083ex 096%,100% 55how 204m 022/011ex 096%,100% 43how 046m 048/019ex 045%,100% 55how 069m 014/007ex 096%,000% 00how 016m 002/001ex 000%,100% 44how 366m 072/036ex 082%,100% 54how 105m 022/018ex 096%,100% 44how 069m 024/012ex 082%,                           ---,100% 64how 149m 017/007ex 096%,000% 00how 000m 000/000ex 000%,100% 65how 100m 014/007ex 100%,100% 65how 019m 009/004ex 100%,100% 32how 150m 054/027ex 012%,100% 43how 179m 024/012ex 045%,100% 44how 075m 028/014ex 082%,100% 65how 475m 159/079ex 100%,100% 31how 141m 029/024ex 002%,                           ---,080% 45how 223m 103/051ex 053%,                           ---,100% 45how 151m 030/015ex 082%,                           ---,100% 45how 091m 018/009ex 082%,                           ---,100% 44how 068m 051/025ex 082%,                           ---,100% 33how 103m 021/010ex 045%,100% 45how 007m 034/016ex 082%,100% 55how 041m 006/003ex 096%,100% 55how 102m 020/010ex 096%,100% 55how 369m 238/111ex 096%,100% 44how 189m 056/028ex 082%,                           ---,000% 00how 164m 095/046ex 000%
+:3:lista_d2                     ,100% 55how 096m 024/012ex 096%,100% 65how 041m 032/016ex 100%,100% 54how 257m 121/060ex 096%,100% 45how 171m 068/034ex 082%,100% 43how 076m 042/021ex 045%,100% 55how 269m 026/013ex 096%,                           ---,040% 55how 326m 038/019ex 012%,100% 45how 238m 044/022ex 082%,100% 44how 005m 002/001ex 082%,                           ---,100% 44how 105m 198/099ex 082%,                           ---,100% 65how 047m 018/009ex 100%,100% 65how 054m 011/005ex 100%,100% 44how 328m 156/078ex 082%,100% 43how 033m 010/005ex 045%,100% 44how 125m 077/037ex 082%,100% 55how 100m 060/030ex 096%,100% 33how 070m 010/009ex 045%,                           ---,100% 45how 323m 162/080ex 082%,                           ---,100% 55how 137m 028/014ex 096%,                           ---,100% 44how 018m 006/003ex 082%,                           ---,100% 44how 397m 083/041ex 082%,                           ---,100% 24how 148m 023/011ex 082%,100% 44how 072m 059/024ex 082%,100% 55how 038m 016/008ex 096%,100% 55how 111m 032/016ex 096%,100% 55how 133m 246/118ex 096%,100% 44how 114m 052/026ex 082%,                           ---,000% 00how 104m 078/039ex 000%
+:2:lista_d4                     ,100% 55how 042m 004/002ex 096%,100% 65how 016m 010/005ex 100%,100% 55how 015m 011/005ex 096%,100% 65how 100m 018/001ex 100%,100% 43how 137m 025/012ex 045%,100% 55how 026m 018/009ex 096%,                           ---,100% 55how 101m 030/014ex 096%,100% 43how 073m 016/008ex 045%,100% 55how 011m 004/002ex 096%,                           ---,100% 55how 136m 012/006ex 096%,                           ---,100% 65how 000m 004/002ex 100%,100% 65how 067m 007/003ex 100%,100% 44how 074m 042/021ex 082%,100% 44how 098m 014/007ex 082%,000% 00how 000m 000/000ex 000%,100% 55how 030m 024/012ex 096%,100% 33how 009m 014/010ex 045%,                           ---,100% 65how 106m 046/022ex 100%,                           ---,100% 55how 047m 014/007ex 096%,                           ---,100% 53how 027m 014/007ex 075%,                           ---,100% 44how 261m 122/061ex 082%,                           ---,100% 33how 121m 026/012ex 045%,100% 35how 008m 043/020ex 082%,100% 45how 011m 004/002ex 082%,100% 55how 030m 006/003ex 096%,                           ---,100% 55how 204m 046/023ex 096%,                           ---,000% 00how 043m 010/000ex 000%
+:3:prin_list1                   ,100% 44how 093m 038/019ex 082%,100% 65how 014m 016/008ex 100%,100% 55how 032m 038/019ex 096%,000% 00how 037m 009/006ex 000%,000% 00how 023m 001/001ex 000%,                           ---,                           ---,100% 44how 084m 061/029ex 082%,050% 45how 052m 014/007ex 012%,100% 44how 021m 007/007ex 082%,                           ---,100% 45how 005m 002/001ex 082%,                           ---,100% 65how 032m 012/006ex 100%,100% 65how 020m 009/004ex 100%,100% 65how 023m 034/017ex 100%,100% 44how 018m 002/001ex 082%,                           ---,100% 65how 120m 070/014ex 100%,000% 00how 006m 003/002ex 000%,                           ---,100% 55how 054m 015/008ex 096%,                           ---,100% 65how 017m 006/003ex 100%,                           ---,100% 44how 014m 014/006ex 082%,100% 43how 009m 006/003ex 045%,100% 44how 025m 023/011ex 082%,                           ---,100% 24how 100m 012/010ex 082%,100% 45how 012m 021/009ex 082%,100% 55how 010m 004/002ex 096%,100% 55how 164m 096/048ex 096%,100% 55how 065m 100/048ex 096%,000% 00how 408m 373/000ex 000%,                           ---,000% 00how 015m 012/000ex 000%
+:4:editor                       ,                           ---,100% 65how 112m 068/034ex 100%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 002/001ex 000%,                           ---,100% 55how 046m 020/010ex 096%,                           ---,100% 44how 034m 016/008ex 082%,                           ---,000% 00how 000m 006/003ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 002/001ex 000%,000% 00how 000m 004/002ex 000%,100% 54how 044m 010/010ex 096%,                           ---,000% 00how 000m 001/001ex 000%,                           ---,                           ---,                           ---,000% 00how 029m 020/010ex 000%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,100% 45how 007m 038/017ex 082%,100% 35how 030m 014/007ex 082%,000% 00how 008m 000/000ex 000%,                           ---,030% 53how 340m 081/040ex 003%,                           ---,000% 00how 000m 000/000ex 000%
*:3:lista_d3                     ,                           ---,100% 65how 097m 032/016ex 100%,100% 44how 311m 146/073ex 082%,                           ---,                           ---,100% 55how 146m 036/018ex 096%,                           ---,100% 65how 257m 028/014ex 100%,100% 44how 199m 038/019ex 082%,100% 54how 005m 004/002ex 096%,                           ---,100% 44how 130m 016/008ex 082%,                           ---,                           ---,100% 65how 015m 007/003ex 100%,100% 43how 107m 088/041ex 045%,000% 00how 000m 000/000ex 000%,100% 34how 069m 044/022ex 082%,100% 55how 150m 082/041ex 096%,100% 54how 077m 013/012ex 096%,                           ---,000% 00how 028m 003/002ex 000%,                           ---,100% 55how 118m 040/020ex 096%,                           ---,100% 25how 143m 054/027ex 082%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 23how 110m 033/015ex 045%,070% 43how 003m 004/002ex 014%,100% 45how 027m 010/005ex 082%,100% 55how 178m 090/045ex 096%,                           ---,000% 00how 102m 012/000ex 000%,                           ---,000% 00how 000m 000/000ex 000%
*:2:prin_list2                   ,                           ---,100% 65how 059m 030/015ex 100%,                           ---,000% 00how 017m 008/004ex 000%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 003m 000/000ex 000%,                           ---,                           ---,                           ---,100% 44how 048m 012/006ex 082%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 006m 002/001ex 000%,000% 00how 000m 000/000ex 000%,                           ---,100% 45how 023m 027/012ex 082%,                           ---,                           ---,                           ---,100% 64how 007m 004/002ex 096%,000% 00how 004m 004/002ex 000%,                           ---,                           ---,100% 23how 073m 007/005ex 045%,100% 44how 004m 069/032ex 082%,100% 55how 017m 010/005ex 096%,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 001/000ex 000%
*:4:controlz                     ,                           ---,040% 53how 014m 002/001ex 005%,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 54how 013m 003/003ex 096%,                           ---,100% 44how 111m 028/014ex 082%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 026m 006/006ex 000%,                           ---,000% 00how 000m 002/001ex 000%,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,100% 44how 007m 029/014ex 082%,060% 35how 066m 022/011ex 022%,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%
+:8:editorint                    ,100% 55how 003m 000/000ex 096%,000% 00how 011m 000/000ex 000%,100% 55how 009m 001/001ex 096%,100% 54how 089m 004/000ex 096%,                           ---,100% 55how 008m 000/000ex 096%,                           ---,100% 55how 001m 000/000ex 096%,080% 44how 000m 000/000ex 053%,100% 44how 033m 000/000ex 082%,                           ---,100% 44how 091m 022/011ex 082%,                           ---,100% 65how 003m 000/000ex 100%,100% 65how 000m 001/001ex 100%,100% 33how 001m 000/000ex 045%,000% 00how 001m 000/000ex 000%,100% 44how 103m 015/000ex 082%,080% 65how 031m 001/001ex 096%,000% 00how 038m 000/000ex 000%,                           ---,100% 65how 092m 001/001ex 100%,                           ---,                           ---,                           ---,100% 34how 001m 000/000ex 082%,000% 00how 000m 000/000ex 000%,100% 55how 051m 000/000ex 096%,                           ---,000% 00how 000m 000/000ex 000%,000% 00how 000m 000/000ex 000%,100% 35how 043m 000/000ex 082%,100% 45how 040m 000/000ex 082%,100% 45how 007m 000/000ex 082%,100% 55how 008m 001/001ex 096%,                           ---,100% 54how 001m 002/001ex 096%
=:1:deque-pilha-e-fila===========,                           042,                           078,                           096,                           055,                           041,                           014,                           000,                           026,                           060,                           094,                           000,                           000,                           000,                           043,                           078,                           078,                           024,                           000,                           098,                           000,                           000,                           086,                           000,                           000,                           076,                           014,                           000,                           074,                           000,                           030,                           014,                           000,                           096,                           078,                           069,                           000,                           000
+:4:bufferring                   ,100% 54how 117m 034/017ex 096%,100% 65how 086m 028/014ex 100%,100% 55how 152m 186/092ex 096%,100% 54how 460m 080/040ex 096%,100% 43how 016m 007/003ex 045%,000% 00how 000m 000/000ex 000%,                           ---,000% 00how 158m 016/008ex 000%,100% 55how 135m 042/021ex 096%,100% 54how 027m 006/003ex 096%,                           ---,                           ---,                           ---,100% 65how 316m 094/047ex 100%,100% 65how 018m 011/005ex 100%,100% 44how 074m 046/023ex 082%,000% 00how 006m 002/001ex 000%,                           ---,100% 65how 122m 082/041ex 100%,                           ---,                           ---,100% 45how 366m 252/126ex 082%,                           ---,000% 00how 108m 050/025ex 000%,100% 54how 017m 001/001ex 096%,                           ---,                           ---,100% 54how 078m 018/009ex 096%,                           ---,100% 23how 073m 038/018ex 045%,                           ---,                           ---,100% 65how 116m 066/033ex 100%,100% 65how 340m 389/192ex 100%,100% 23how 179m 066/033ex 045%,                           ---,                           ---
+:2:fila_enc                     ,100% 65how 109m 028/014ex 100%,100% 65how 049m 037/017ex 100%,100% 55how 032m 061/030ex 096%,100% 55how 150m 044/022ex 096%,100% 65how 023m 010/008ex 100%,100% 55how 065m 020/010ex 096%,                           ---,100% 45how 069m 018/009ex 082%,100% 45how 045m 014/007ex 082%,100% 44how 004m 002/001ex 082%,                           ---,                           ---,                           ---,100% 65how 069m 034/017ex 100%,100% 65how 052m 003/001ex 100%,100% 44how 048m 030/015ex 082%,100% 44how 053m 008/004ex 082%,000% 00how 027m 003/000ex 000%,100% 55how 077m 060/030ex 096%,                           ---,                           ---,100% 55how 060m 022/011ex 096%,                           ---,                           ---,100% 54how 009m 001/001ex 096%,                           ---,000% 00how 002m 002/001ex 000%,100% 43how 043m 045/022ex 045%,                           ---,100% 23how 061m 016/007ex 045%,                           ---,                           ---,100% 65how 041m 022/011ex 100%,100% 65how 150m 164/081ex 100%,100% 24how 108m 054/027ex 082%,                           ---,                           ---
+:2:pilha                        ,000% 00how 008m 000/000ex 000%,100% 65how 105m 085/041ex 100%,100% 55how 032m 020/010ex 096%,100% 55how 284m 020/010ex 096%,                           ---,000% 00how 003m 002/001ex 000%,                           ---,100% 65how 059m 008/004ex 100%,060% 45how 160m 056/028ex 022%,100% 54how 020m 006/003ex 096%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,100% 65how 011m 005/002ex 100%,100% 44how 055m 044/022ex 082%,100% 43how 028m 032/016ex 045%,                           ---,100% 55how 102m 056/028ex 096%,                           ---,                           ---,100% 55how 132m 040/020ex 096%,                           ---,                           ---,100% 54how 008m 001/001ex 096%,                           ---,                           ---,100% 54how 206m 049/024ex 096%,                           ---,100% 23how 064m 046/022ex 045%,                           ---,                           ---,100% 45how 045m 014/007ex 082%,100% 65how 051m 053/025ex 100%,100% 44how 384m 361/178ex 082%,000% 00how 000m 000/000ex 000%,                           ---
+:1:chaves                       ,                           ---,100% 65how 073m 024/012ex 100%,100% 55how 028m 034/017ex 096%,000% 00how 016m 004/002ex 000%,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,100% 25how 081m 014/007ex 082%,100% 55how 017m 014/007ex 096%,                           ---,                           ---,                           ---,                           ---,100% 65how 009m 007/003ex 100%,100% 65how 065m 026/013ex 100%,000% 00how 001m 000/000ex 000%,                           ---,100% 65how 059m 030/015ex 100%,                           ---,                           ---,100% 45how 117m 021/010ex 082%,                           ---,                           ---,100% 54how 009m 003/003ex 096%,                           ---,000% 00how 000m 000/000ex 000%,100% 43how 018m 022/011ex 045%,                           ---,100% 43how 124m 055/027ex 045%,                           ---,                           ---,100% 65how 042m 004/002ex 100%,100% 55how 108m 042/021ex 096%,                           ---,                           ---,                           ---
+:2:queimando                    ,                           ---,100% 65how 055m 018/014ex 100%,100% 55how 034m 013/006ex 096%,000% 00how 007m 004/002ex 000%,100% 54how 025m 003/002ex 096%,                           ---,                           ---,                           ---,100% 44how 036m 016/008ex 082%,100% 55how 004m 004/002ex 096%,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,100% 65how 069m 005/002ex 100%,100% 65how 068m 036/018ex 100%,100% 43how 010m 002/001ex 045%,                           ---,100% 54how 128m 038/018ex 096%,                           ---,                           ---,100% 45how 322m 157/078ex 082%,                           ---,                           ---,100% 65how 028m 001/001ex 100%,100% 65how 015m 002/001ex 100%,                           ---,100% 54how 159m 045/022ex 096%,                           ---,100% 22how 041m 009/004ex 012%,100% 54how 011m 026/005ex 096%,                           ---,100% 65how 022m 004/002ex 100%,100% 65how 244m 236/117ex 100%,100% 44how 045m 021/009ex 082%,                           ---,000% 00how 000m 000/000ex 000%
+:3:pilhado                      ,                           ---,                           ---,100% 55how 141m 094/047ex 096%,000% 00how 060m 020/010ex 000%,                           ---,                           ---,                           ---,                           ---,000% 00how 086m 013/008ex 000%,100% 54how 015m 010/005ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 43how 119m 040/020ex 045%,                           ---,                           ---,100% 54how 132m 036/018ex 096%,                           ---,                           ---,100% 44how 362m 182/087ex 082%,                           ---,                           ---,000% 00how 020m 009/008ex 000%,                           ---,                           ---,100% 43how 335m 092/046ex 045%,                           ---,000% 00how 006m 005/002ex 000%,000% 00how 000m 001/001ex 000%,                           ---,100% 54how 025m 005/003ex 096%,000% 00how 000m 002/001ex 000%,100% 54how 146m 017/016ex 096%,                           ---,000% 00how 000m 000/000ex 000%
=:1:ordenação====================,                           000,                           000,                           022,                           000,                           008,                           000,                           031,                           000,                           000,                           073,                           000,                           000,                           000,                           000,                           100,                           023,                           000,                           000,                           023,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           063,                           071,                           000,                           002,                           000,                           031,                           000,                           000,                           000,                           007,                           000
+:1:ord_video                    ,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 000m 000/000ex 100%,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,090% 65how 000m 000/000ex 099%,                           ---,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,100% 55how 000m 000/000ex 096%,                           ---
+:1:ord_leitura                  ,                           ---,                           ---,100% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---
+:1:ord_simples                  ,                           ---,                           ---,100% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---
+:1:ord_recurs                   ,                           ---,                           ---,100% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,100% 65how 000m 000/000ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---
+:1:vacina                       ,                           ---,000% 00how 000m 000/000ex 000%,100% 55how 063m 011/005ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 007m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,100% 65how 009m 002/001ex 100%,100% 65how 026m 024/012ex 100%,                           ---,                           ---,100% 65how 123m 026/024ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 44how 002m 004/002ex 082%,100% 43how 030m 039/019ex 045%,                           ---,000% 24how 054m 012/005ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:2:indices                      ,                           ---,                           ---,100% 55how 031m 012/006ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 44how 004m 001/001ex 082%,                           ---,                           ---,                           ---,                           ---,100% 65how 005m 002/001ex 100%,100% 65how 018m 026/013ex 100%,                           ---,                           ---,100% 65how 008m 014/005ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 33how 003m 004/002ex 045%,100% 54how 068m 035/017ex 096%,                           ---,100% 22how 053m 014/006ex 012%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:tapioca                      ,                           ---,                           ---,000% 00how 016m 002/001ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 54how 006m 001/001ex 096%,                           ---,                           ---,                           ---,                           ---,100% 65how 006m 002/001ex 100%,000% 00how 146m 092/046ex 000%,                           ---,                           ---,000% 00how 000m 003/002ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 44how 002m 002/001ex 082%,100% 54how 136m 026/013ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:mergevet                     ,                           ---,                           ---,000% 00how 003m 004/002ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 054m 017/008ex 100%,000% 00how 000m 002/001ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 029m 010/005ex 000%,000% 04how 227m 046/026ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
=:1:árvore=======================,                           000,                           005,                           004,                           000,                           000,                           000,                           000,                           002,                           000,                           040,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           000,                           046,                           000,                           000,                           000,                           000,                           000,                           045,                           000,                           021,                           000,                           000,                           005,                           000,                           006,                           000,                           000
+:1:serial                       ,                           ---,100% 65how 156m 042/026ex 100%,100% 54how 037m 003/002ex 096%,                           ---,                           ---,                           ---,000% 00how 002m 000/000ex 000%,100% 23how 087m 032/016ex 045%,                           ---,100% 65how 009m 004/004ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 45how 089m 068/033ex 082%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 54how 397m 096/048ex 096%,                           ---,100% 22how 073m 003/002ex 012%,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 095m 003/002ex 100%,                           ---,100% 24how 093m 044/022ex 082%,                           ---,                           ---
+:1:formatada                    ,                           ---,000% 00how 000m 000/000ex 000%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,000% 00how 122m 030/015ex 000%,                           ---,100% 54how 015m 002/002ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 54how 337m 084/051ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 43how 225m 068/034ex 045%,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,100% 23how 061m 030/015ex 045%,                           ---,                           ---
+:1:soma                         ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 133m 040/020ex 000%,                           ---,100% 65how 006m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 65how 105m 011/009ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 54how 099m 116/058ex 096%,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,000% 24how 067m 040/020ex 000%,                           ---,                           ---
+:2:altura                       ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 54how 014m 001/001ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 24how 153m 030/026ex 082%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 54how 163m 048/024ex 096%,                           ---,100% 22how 054m 003/002ex 012%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:4:arvore-path                  ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,100% 65how 005m 001/001ex 100%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 54how 038m 016/014ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 54how 139m 094/047ex 096%,                           ---,100% 24how 000m 002/001ex 082%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:2:dividido                     ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,100% 54how 031m 012/007ex 096%,                           ---,                           ---,                           ---,                           ---,                           ---,100% 44how 133m 021/009ex 082%,                           ---,100% 23how 071m 007/004ex 045%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:3:arvore                       ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 014m 010/009ex 000%,                           ---,000% 00how 082m 015/012ex 000%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
+:4:incompleta                   ,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---,000% 00how 005m 005/004ex 000%,                           ---,000% 00how 033m 003/001ex 000%,000% 00how 000m 000/000ex 000%,                           ---,                           ---,                           ---,                           ---,                           ---,                           ---
